City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Sechura,PE,76,1551503017,82,-5.56,-80.82,76.22,10.09
Nizwa,OM,0,1551503017,17,22.93,57.53,74.51,8.97
Fort Erie,US,90,1551503008,79,42.91,-78.92,28.0,6.93
Zhigansk,RU,12,1551503018,61,66.77,123.37,1.03,3.71
Saint-Philippe,CA,1,1551502706,72,45.36,-73.48,17.6,3.15
Tiarei,PF,20,1551502994,70,-17.53,-149.33,84.2,13.87
Havoysund,NO,0,1551502200,66,71.0,24.66,10.4,6.93
Sao Joao da Barra,BR,56,1551502848,100,-21.64,-41.05,80.68,11.99
Puerto Leguizamo,CO,36,1551503020,97,-0.19,-74.78,73.48,2.15
Mogok,MM,0,1551503020,52,22.92,96.51,75.41,2.48
Namatanai,PG,8,1551503020,89,-3.66,152.44,86.12,9.19
Wagar,US,76,1551502954,95,31.44,-87.99,63.0,2.48
Aykhal,RU,0,1551503021,71,65.95,111.51,7.51,3.94
Sajanan,TN,92,1551499200,76,37.06,9.24,55.4,9.17
Nova Venecia,BR,8,1551502840,86,-18.71,-40.4,75.59,7.63
Longyearbyen,NO,24,1551503022,100,78.22,15.63,-24.67,1.59
Japura,ID,56,1551503022,86,-0.42,102.29,80.72,2.82
Saint-Pierre,FR,90,1551502625,93,48.95,4.24,46.4,9.17
Guerrero Negro,MX,44,1551503022,100,27.97,-114.04,56.06,5.73
Pisco,PE,0,1551499200,78,-13.71,-76.2,73.4,9.17
Khorixas,NA,20,1551502803,63,-20.37,14.96,65.51,2.93
Virginia Beach,US,90,1551503011,100,36.85,-75.98,44.6,11.41
Valparaiso,US,75,1551502855,79,41.47,-87.06,30.99,1.03
Codrington,AU,92,1551502776,69,-28.95,153.24,78.8,20.8
Yongan,CN,44,1551503025,60,39.7,113.69,47.15,3.04
Caconda,AO,76,1551503025,96,-13.73,15.06,62.14,4.38
Severo-Kurilsk,RU,64,1551503025,100,50.68,156.12,24.88,7.4
Freilassing,DE,75,1551503008,75,47.84,12.98,44.6,13.87
Enshi,CN,92,1551503026,88,30.29,109.48,47.74,3.71
Lebowakgomo,ZA,90,1551501000,93,-24.3,29.54,69.8,13.87
Beruwala,LK,32,1551503029,97,6.48,79.98,82.66,3.15
San Patricio,PY,0,1551502763,81,-26.98,-56.83,59.75,2.15
Souillac,FR,90,1551502990,93,45.6,-0.6,51.01,12.75
Buala,SB,76,1551503030,85,-8.15,159.59,82.88,2.71
Marystown,CA,8,1551502643,100,47.17,-55.16,25.0,28.88
Antalaha,MG,36,1551503031,97,-14.9,50.28,80.41,5.73
Maraa,BR,20,1551503031,88,-1.83,-65.37,76.99,6.06
Sinnamary,GF,92,1551502938,91,5.38,-52.96,79.69,12.77
Wegorzewo,PL,12,1551503032,76,54.22,21.74,14.71,3.15
Santa Fe,AR,20,1551502683,69,-31.62,-60.7,73.99,1.99
Arman,RU,36,1551503032,60,59.7,150.17,8.99,7.74
Praia da Vitoria,PT,40,1551502878,77,38.73,-27.07,60.8,24.29
Oistins,BB,20,1551499200,78,13.07,-59.53,77.0,21.92
Abu Samrah,SY,12,1551503033,92,35.3,37.18,49.09,6.29
Narrabri,AU,40,1551499200,22,-30.33,149.78,89.6,8.05
Sao Desiderio,BR,36,1551503036,93,-12.36,-44.97,67.54,3.27
Samarai,PG,32,1551503036,100,-10.62,150.67,82.21,11.32
Ahipara,NZ,0,1551501026,71,-35.17,173.16,75.99,1.99
Nsanje,MZ,92,1551503037,96,-16.92,35.26,76.63,4.5
Vao,EE,8,1551503037,85,59.1,26.19,20.38,10.09
Batagay-Alyta,RU,8,1551503037,70,67.8,130.41,-0.6,3.15
Ilulissat,GL,8,1551498600,57,69.22,-51.1,32.0,17.22
Hohhot,CN,0,1551499200,30,40.81,111.65,44.6,2.24
Kendari,ID,76,1551503041,79,-3.99,122.52,84.64,3.71
Vardo,US,90,1551503039,98,39.62,-77.74,33.8,6.93
Knokke-Heist,BE,40,1551503004,87,51.33,3.33,46.0,6.93
Pangody,RU,76,1551503054,80,65.85,74.49,13.31,7.18
Mankera,NG,56,1551503054,31,13.01,5.07,65.06,8.52
Mabaruma,GY,88,1551503054,80,8.2,-59.78,77.3,6.51
Chenghai,CN,75,1551499200,73,23.46,116.77,69.8,4.47
Alihe,CN,36,1551503056,52,50.57,123.73,36.04,3.6
Lompoc,US,90,1551502710,87,34.64,-120.46,57.99,3.36
Oksovskiy,RU,80,1551503056,81,62.61,39.91,14.39,6.73
Fort Wellington,GY,92,1551503056,96,6.4,-57.6,78.61,16.69
Ojinaga,US,1,1551502016,19,29.56,-104.41,71.6,6.93
Caceres,CO,76,1551503056,94,5.53,-74.53,67.81,2.37
Ketchikan,US,1,1551498960,86,55.34,-131.65,37.4,4.7
Belaya Gora,RU,56,1551503057,68,68.54,146.19,-15.45,3.71
Yatou,CM,68,1551503057,100,3.63,9.81,79.28,2.59
Alyangula,AU,40,1551499380,94,-13.85,136.42,77.0,6.93
Satana,IN,0,1551503058,36,20.6,74.2,85.54,8.41
Manakara,MG,68,1551503058,90,-22.14,48.01,83.11,5.61
Amuntai,ID,44,1551503058,71,-2.42,115.25,86.71,3.04
Zlatibor,RS,92,1551501000,93,43.73,19.7,37.4,5.82
Bonavista,CA,68,1551502947,71,48.65,-53.11,19.0,15.01
Kolkwitz,DE,90,1551502939,100,50.72,11.42,39.0,5.82
Atyashevo,RU,88,1551503059,89,54.56,46.07,21.73,15.46
Black River,JM,20,1551499200,78,18.03,-77.85,77.0,3.36
Turukhansk,RU,88,1551503060,84,65.8,87.96,15.16,15.46
Kindu,CD,20,1551503060,95,-2.95,25.92,72.8,2.37
Ust-Tsilma,RU,0,1551503060,68,65.44,52.15,1.52,3.38
Nargana,PA,68,1551503060,100,9.44,-78.59,79.51,13.22
Saint-Denis,FR,75,1551503016,81,48.94,2.36,48.0,9.17
Lagoa,PT,0,1551502931,81,37.14,-8.45,54.0,2.24
Meadow Lake,CA,32,1551503004,50,54.13,-108.44,-10.09,4.61
Kaitangata,NZ,0,1551503061,63,-46.28,169.85,62.9,11.32
Praia,BR,92,1551503061,96,-20.25,-43.81,64.66,2.82
Port Hedland,AU,80,1551501000,41,-20.31,118.58,96.8,13.87
Blackwater,GB,76,1551503046,93,51.33,-0.78,50.0,5.82
Itarema,BR,44,1551503062,95,-2.92,-39.92,73.03,2.71
Labytnangi,RU,36,1551503062,63,66.66,66.39,-8.52,3.38
Dentsville,US,20,1551503044,87,34.06,-80.96,61.0,8.41
Leningradskiy,RU,0,1551503063,76,69.38,178.42,19.21,23.4
Hofn,IS,92,1551503063,100,64.25,-15.21,39.73,13.22
Kawalu,ID,92,1551503063,97,-7.38,108.21,72.76,1.7
Iwanai,JP,36,1551503064,96,42.97,140.51,33.47,14.34
Port Blair,IN,8,1551503064,100,11.67,92.75,82.34,11.54
North Bend,US,1,1551503007,100,43.41,-124.22,42.01,5.82
Hambantota,LK,20,1551499800,66,6.12,81.12,87.8,16.11
Nacala,MZ,88,1551503068,93,-14.56,40.69,82.79,5.84
Udachnyy,RU,0,1551503068,66,66.42,112.4,9.26,3.38
Nambour,AU,12,1551503065,72,-26.63,152.96,77.0,5.01
Saint George,GR,20,1551503006,78,39.45,22.34,48.2,4.7
Nome,US,90,1551502755,82,30.04,-94.42,62.6,2.59
Aklavik,CA,5,1551499200,49,68.22,-135.01,-0.41,8.05
Kavieng,PG,56,1551503072,100,-2.57,150.8,83.6,4.61
Broome,GB,88,1551503062,87,52.47,1.45,46.4,9.17
Vestmannaeyjar,IS,92,1551503072,100,63.44,-20.27,38.74,6.51
Pampierstad,ZA,0,1551503081,33,-27.78,24.69,71.18,4.94
Hobyo,SO,48,1551503082,79,5.35,48.53,79.19,6.17
Krasnyy Chikoy,RU,80,1551503082,33,50.36,108.75,38.29,4.72
Bilibino,RU,36,1551503082,62,68.06,166.44,-9.15,3.49
Zeerust,ZA,0,1551499200,64,-25.54,26.07,71.6,10.29
Monterey,US,90,1551502797,71,36.6,-121.89,55.4,5.06
Saldanha,PT,32,1551503083,86,41.42,-6.55,38.15,6.06
Schieder-Schwalenberg,DE,90,1551503051,100,51.88,9.19,41.0,3.36
Mbini,GQ,92,1551503083,100,1.58,9.62,79.82,7.63
Sumbe,AO,92,1551503086,100,-11.2,13.84,73.88,4.38
Suntar,RU,48,1551503087,64,62.16,117.65,18.49,3.71
Faanui,PF,80,1551503087,100,-16.48,-151.75,77.39,8.08
Northam,GB,92,1551502877,100,51.04,-4.21,51.01,2.24
Tautira,PF,20,1551502994,70,-17.73,-149.15,84.2,13.87
Tuktoyaktuk,CA,5,1551499200,64,69.44,-133.03,-4.01,18.34
Sitrah,BH,20,1551501000,44,26.15,50.62,60.8,16.11
Morant Bay,JM,20,1551499200,65,17.88,-76.41,78.8,5.82
Sale,GB,75,1551503082,87,53.42,-2.32,48.0,5.82
Verkhoyansk,RU,24,1551503088,60,67.55,133.39,-13.6,3.71
Zambezi,ZM,12,1551503089,87,-13.55,23.12,67.54,10.76
Cabo San Lucas,MX,5,1551502935,53,22.89,-109.91,72.0,9.17
Zapolyarnyy,RU,20,1551502200,83,69.43,30.82,-4.01,8.05
Port Hardy,CA,90,1551499200,92,50.7,-127.42,28.4,4.7
Kununurra,AU,40,1551501000,39,-15.77,128.74,96.8,5.82
Batemans Bay,AU,56,1551502937,81,-35.71,150.18,79.0,10.0
Katsuura,JP,75,1551502483,57,33.93,134.5,52.0,10.29
Vanavara,RU,76,1551503090,72,60.35,102.28,24.88,3.71
Mamallapuram,IN,40,1551501223,58,12.63,80.17,87.8,10.29
Bakchar,RU,12,1551503093,79,57.02,82.07,21.91,4.83
Maragogi,BR,68,1551503094,98,-9.01,-35.22,74.78,2.26
Glenluce,GB,36,1551502937,93,54.88,-4.81,46.99,1.01
Wajima,JP,0,1551499200,39,37.4,136.9,48.2,4.7
Clyde River,CA,1,1551499200,70,70.47,-68.59,1.4,17.22
Mildura,AU,0,1551502810,11,-34.18,142.16,100.99,5.82
Kalmunai,LK,88,1551502899,97,7.42,81.82,78.79,4.72
Isangel,VU,75,1551499200,88,-19.55,169.27,80.6,4.7
Tura,IN,0,1551502984,72,25.52,90.21,69.56,3.6
Mangrol,IN,56,1551503095,40,25.33,76.51,74.78,10.09
Port-Gentil,GA,76,1551502912,100,-0.72,8.78,77.3,5.61
Itoigawa,JP,0,1551503095,100,37.02,137.87,47.06,6.51
Biak,ID,64,1551503096,80,-0.91,122.88,85.18,3.15
San Pedro,AR,0,1551503019,81,-33.68,-59.66,71.01,1.99
Road Town,VG,1,1551502631,78,18.42,-64.62,77.0,11.41
Letpadan,MM,0,1551502984,46,17.78,95.75,90.76,3.71
Marsa Matruh,EG,75,1551499200,81,31.35,27.25,51.8,4.7
Hamilton,CA,75,1551502994,92,43.26,-79.87,27.0,9.17
Pokrovsk,UA,80,1551503098,76,48.28,37.18,27.89,13.22
Pauini,BR,24,1551503098,96,-7.71,-67.0,73.93,3.49
Baiyin,CN,20,1551499200,48,36.55,104.13,41.0,6.71
Emerald,AU,75,1551503003,29,-23.53,148.16,89.6,12.75
Saint-Joseph,FR,0,1551503089,80,43.56,6.97,50.0,3.36
Zhangjiakou,CN,0,1551503099,58,40.77,114.88,48.68,3.15
Gezing,AT,75,1551503095,75,47.92,13.13,44.6,13.87
Gamba,CN,0,1551502911,87,28.28,88.52,19.66,5.95
Broken Hill,AU,40,1551499200,12,-31.97,141.45,96.8,8.05
Ginda,IN,92,1551503100,78,30.69,78.49,45.58,1.14
Berlevag,NO,20,1551502200,51,70.86,29.09,14.0,5.82
Tecoh,MX,5,1551502880,65,20.74,-89.48,79.0,13.87
Voskresenskoye,RU,8,1551503101,75,56.84,45.43,14.71,8.63
Ambulu,ID,44,1551503101,100,-8.35,113.61,82.7,5.73
Murgab,TM,75,1551499200,87,37.5,61.97,46.4,4.7
Dunedin,NZ,0,1551502809,66,-45.87,170.5,63.0,5.99
Naze,NG,20,1551499200,94,5.43,7.07,78.8,2.71
Sao Geraldo do Araguaia,BR,88,1551503106,97,-6.4,-48.55,73.48,3.04
Inongo,CD,36,1551503107,100,-1.93,18.29,72.35,3.15
Meulaboh,ID,24,1551503107,100,4.14,96.13,85.49,3.38
Puri,ID,40,1551501000,74,-7.54,112.45,87.8,9.17
Colares,PT,75,1551502827,93,38.8,-9.45,57.99,8.05
Zhukovo,RU,56,1551503108,91,57.4,83.94,18.76,6.85
Port Lincoln,AU,76,1551503118,83,-34.72,135.86,70.91,17.81
Ginir,ET,0,1551503118,24,7.14,40.71,77.44,4.27
Kloulklubed,PW,75,1551498600,69,7.04,134.26,82.4,10.29
Honningsvag,NO,48,1551503119,100,70.98,25.97,16.96,5.84
Soderhamn,SE,32,1551502928,55,61.3,17.06,28.0,5.99
Alpine,US,90,1551503116,68,43.07,-85.69,30.2,4.7
Dongsheng,CN,92,1551503120,90,29.72,112.52,49.36,11.32
Roebourne,AU,76,1551503123,22,-20.77,117.15,99.17,9.42
Rosa Zarate,EC,92,1551503126,96,0.33,-79.47,71.59,2.04
Riviere-au-Renard,CA,5,1551499200,57,49.0,-64.4,17.6,11.41
Qandala,SO,8,1551503127,74,11.47,49.87,76.22,2.93
Hurricane,US,90,1551502892,52,37.18,-113.29,55.4,12.75
Sao Jose da Coroa Grande,BR,68,1551503127,98,-8.9,-35.15,74.78,2.26
San Rafael,AR,0,1551503033,27,-34.61,-68.33,63.08,9.19
Hailun,CN,88,1551503128,37,47.46,126.97,44.09,8.41
Saint-Augustin,FR,90,1551502990,93,44.83,-0.61,51.8,11.41
Tommot,RU,68,1551503131,64,58.97,126.27,20.51,3.71
Mackay,CA,5,1551499200,52,53.65,-115.58,-9.41,3.36
Hueyapan,MX,0,1551503132,84,19.88,-97.44,55.43,1.92
Lazaro Cardenas,MX,40,1551503044,31,28.39,-105.62,66.0,2.71
Flinders,AU,40,1551503097,54,-34.58,150.85,84.0,17.22
Urucara,BR,24,1551503132,90,-2.54,-57.76,76.04,2.59
Malinyi,TZ,68,1551503133,96,-8.94,36.14,73.07,2.15
Newport,GB,90,1551502838,93,51.59,-3.0,48.99,6.93
Ormara,PK,88,1551503133,100,25.21,64.64,68.93,18.92
Kruisfontein,ZA,68,1551503134,85,-34.0,24.73,63.94,5.28
Strelka,RU,56,1551503134,85,58.08,93.03,25.37,3.6
Aginskoye,RU,32,1551503134,28,51.11,114.54,41.89,4.61
Te Anau,NZ,0,1551503134,36,-45.41,167.72,68.08,3.15
Mayumba,GA,76,1551503134,100,-3.44,10.65,78.11,3.71
Ugoofaaru,MV,12,1551503135,100,5.67,73.0,82.43,11.99
Teya,MX,5,1551502880,65,21.05,-89.07,79.0,13.87
Rafai,CF,36,1551503138,98,4.95,23.92,70.46,4.83
General Roca,AR,0,1551499200,55,-39.03,-67.58,62.6,5.06
Shakiso,ET,0,1551503142,25,5.77,38.9,74.69,3.15
Kamloops,CA,75,1551499200,79,50.68,-120.34,24.8,3.36
Zaraza,VE,0,1551503145,74,9.35,-65.33,73.16,5.17
Nazareno Etla,MX,32,1551503145,94,17.18,-96.82,48.95,1.14
La Paz,MX,5,1551502809,48,24.15,-110.32,64.4,5.82
Comodoro Rivadavia,AR,40,1551499200,87,-45.87,-67.48,57.2,6.17
Santa Maria da Boa Vista,BR,88,1551503155,90,-8.8,-39.83,70.51,6.62
Kasongo,CD,76,1551503155,90,-4.43,26.67,73.34,3.27
Sri Aman,MY,75,1551499200,74,1.24,111.46,84.2,3.36
Cockburn Town,TC,44,1551503091,98,21.46,-71.14,77.39,17.47
Grand Gaube,MU,75,1551503039,79,-20.01,57.66,84.2,11.41
Mount Gambier,AU,12,1551499860,9,-37.83,140.78,104.0,18.34
Beringovskiy,RU,0,1551503156,83,63.05,179.32,21.05,11.77
Verkhnyaya Toyma,RU,20,1551503156,75,62.24,45.0,11.24,2.59
Darovskoy,RU,0,1551503156,78,58.77,47.96,8.14,8.97
Florencia,CO,36,1551503157,97,1.62,-75.61,66.95,1.92
Veraval,FR,92,1551503127,93,49.65,0.71,46.4,10.29
Acajutla,SV,0,1551503108,89,13.59,-89.83,70.64,1.92
Suba,CN,32,1551503158,74,28.73,103.51,53.81,2.93
Rio Gallegos,AR,40,1551499200,93,-51.62,-69.22,55.4,9.17
Liberal,US,1,1551502998,92,37.04,-100.92,30.2,3.36
Touros,BR,40,1551499200,94,-5.2,-35.46,77.0,4.7
Marrakesh,MA,0,1551501000,87,31.63,-7.99,48.2,2.24
Veinticinco de Mayo,AR,0,1551503159,85,-27.38,-54.75,55.84,2.59
Rawson,AR,0,1551503159,86,-43.3,-65.11,46.39,2.71
Big Spring,US,1,1551503111,39,32.25,-101.48,62.6,9.17
Bonoua,CI,20,1551501000,94,5.27,-3.6,78.8,4.7
Yining,CN,92,1551503160,99,29.04,114.56,49.94,3.38
Kangaba,ML,24,1551503160,48,11.94,-8.41,57.77,9.42
Hay River,CA,20,1551499200,74,60.82,-115.79,-23.81,2.71
Las Tunas,CU,0,1551498600,88,20.96,-76.96,73.4,4.7
The Hammocks,US,75,1551503127,83,25.67,-80.44,75.99,8.05
Abaete,BR,68,1551503161,94,-19.16,-45.45,68.66,0.81
